language,family,subfamily,concept,ipa
bre,Indo-European,Celtic,460_autumn,d i s k a ʀ ã m z ɛ ʀ
bre,Indo-European,Celtic,461_winter,g ɔ ãː w
bre,Indo-European,Celtic,462_january,g ɛ̃ n v ɛ ʀ
bre,Indo-European,Celtic,463_february,h w ɛ v ʀ ɛ ʀ
bre,Indo-European,Celtic,464_march,m ø ʀ s
bre,Indo-European,Celtic,465_april,ɛ b ʀ ɛ l
bre,Indo-European,Celtic,466_may,m ae
bre,Indo-European,Celtic,467_june,m ɛ z eː v ɛ̃ n
bre,Indo-European,Celtic,468_july,g u h eː ʀ ɛ
bre,Indo-European,Celtic,469_august,eː s t
bre,Indo-European,Celtic,46_heart,k ɑː l ɔ̃ n
bre,Indo-European,Celtic,470_september,g w ɛ̃ ŋ g oː l ɔ
bre,Indo-European,Celtic,471_october,h eː ʀ ɛ
bre,Indo-European,Celtic,472_november,d yː
bre,Indo-European,Celtic,473_december,k ɛ ʀ z y
bre,Indo-European,Celtic,474_monday,l ɔ̃ n
bre,Indo-European,Celtic,475_tuesday,m ø ʀ s
bre,Indo-European,Celtic,476_wednesday,m ɛ ʀ x ɛ ʀ
bre,Indo-European,Celtic,477_thursday,j ɔʊ
bre,Indo-European,Celtic,478_friday,g w ẽː n ɛ ʀ
bre,Indo-European,Celtic,479_saturday,s ɑː d ɔ ʀ n
bre,Indo-European,Celtic,47_stomach,s t oː m ɔ k
bre,Indo-European,Celtic,480_sunday,s ɔ l
bre,Indo-European,Celtic,481_big,b ʀ ɑː s
bre,Indo-European,Celtic,482_little,b i h ã n
bre,Indo-European,Celtic,483_long,h iː ʀ
bre,Indo-European,Celtic,484_short,b eː ʀ
bre,Indo-European,Celtic,485_wide,l eː d ã n
bre,Indo-European,Celtic,486_narrow,s t ʀ i s
bre,Indo-European,Celtic,487_dense,s t ã ŋ
bre,Indo-European,Celtic,488_thick,t eː w
bre,Indo-European,Celtic,489_thin,m ɔɑ̃ː n
bre,Indo-European,Celtic,48_liver,ɑː v y
bre,Indo-European,Celtic,490_delicatefine,m ɔ̃ n y t
bre,Indo-European,Celtic,491_firmsolid,s t a ʀ t
bre,Indo-European,Celtic,492_flat,p l ae n
bre,Indo-European,Celtic,493_smooth,l i n t
bre,Indo-European,Celtic,493_smooth,l ɛ v n
bre,Indo-European,Celtic,494_hard,k ɑː l ɛ t
bre,Indo-European,Celtic,495_soft,b l oː t
bre,Indo-European,Celtic,496_round,ʀ ɔ̃ n
bre,Indo-European,Celtic,497_pointed,p ɔ ɛ̃ n t ɛ t
bre,Indo-European,Celtic,498_sharp,d ʀ ɛ m
bre,Indo-European,Celtic,499_blunt,t a l s ɔ x
bre,Indo-European,Celtic,49_breath,ɑ̃ː n a l
bre,Indo-European,Celtic,4_mouth,g ẽː n u
bre,Indo-European,Celtic,500_heavy,p u n ɛ ʀ
bre,Indo-European,Celtic,501_beautiful,k ae ʀ
bre,Indo-European,Celtic,502_hot,t ɔ m
bre,Indo-European,Celtic,503_warm,t ɔ m
bre,Indo-European,Celtic,504_cold,j ẽː n
bre,Indo-European,Celtic,505_cool,j ẽː n
bre,Indo-European,Celtic,506_fresh,f ʀ ɛ s k
bre,Indo-European,Celtic,507_damp,g l eː p
bre,Indo-European,Celtic,508_wet,g l eː p
bre,Indo-European,Celtic,509_dry,s eː x
bre,Indo-European,Celtic,50_hunger,n ao n
bre,Indo-European,Celtic,510_full,l ø̃ː n
bre,Indo-European,Celtic,511_empty,g u l ɔ
bre,Indo-European,Celtic,512_open,d iː g ɔ ʀ
bre,Indo-European,Celtic,513_closed,s eː ʀ
bre,Indo-European,Celtic,514_clean,n ae t
bre,Indo-European,Celtic,515_dirty,l uː s
bre,Indo-European,Celtic,516_raw,k ʀ iː s
bre,Indo-European,Celtic,517_ripe,d ɑː ʀ ɛ w
bre,Indo-European,Celtic,518_delicious,l i p u s
bre,Indo-European,Celtic,518_delicious,s ɔʊ ʀ y s
bre,Indo-European,Celtic,519_sweet,d uː s
bre,Indo-European,Celtic,51_tear,d ae ʀ
bre,Indo-European,Celtic,520_bitter,h w ɛ ʀ o
bre,Indo-European,Celtic,521_sour,t ʀ ɛ̃ ŋ
bre,Indo-European,Celtic,522_bright,s k l ae ʀ
bre,Indo-European,Celtic,523_dark,t ɛ̃ v a l
bre,Indo-European,Celtic,524_black,d yː
bre,Indo-European,Celtic,525_white,g w ɛ̃ n
bre,Indo-European,Celtic,526_red,ʀ yː s
bre,Indo-European,Celtic,527_yellow,m eː l ɛ̃ n
bre,Indo-European,Celtic,528_blue,g l ɑː s
bre,Indo-European,Celtic,529_green,g w eː ʀ
bre,Indo-European,Celtic,52_flavour,b l ɑː s
bre,Indo-European,Celtic,530_grey,l uː ɛ t
bre,Indo-European,Celtic,531_colourful,ʎ ɛ s l i w
bre,Indo-European,Celtic,532_cheap,m a ʀ x a d m a t
bre,Indo-European,Celtic,533_expensive,k eː ʀ
bre,Indo-European,Celtic,534_precious,p ʀ i z iː y s
bre,Indo-European,Celtic,535_blind,d a l
bre,Indo-European,Celtic,536_deaf,b uː z a ʀ
bre,Indo-European,Celtic,537_powerful,s t a ʀ t
bre,Indo-European,Celtic,538_strong,k ʀ ɛ̃ w
bre,Indo-European,Celtic,539_weak,g w ɑ̃ː n
bre,Indo-European,Celtic,53_odour,h w ɛ s
bre,Indo-European,Celtic,540_fat,l a ʀ t
bre,Indo-European,Celtic,541_slim,s ĩ ŋ k l
bre,Indo-European,Celtic,542_pretty,k ɔ ã n
bre,Indo-European,Celtic,543_evil,g w a l
bre,Indo-European,Celtic,544_stupid,g l eː p
bre,Indo-European,Celtic,545_lazy,l ɛ z iː ʀ ɛ k
bre,Indo-European,Celtic,546_diligent,s t y d iː y s
bre,Indo-European,Celtic,547_stingy,t ɔ s t
bre,Indo-European,Celtic,548_clever,s p ɛ ʀ eː d ɛ k
bre,Indo-European,Celtic,549_skilful,d ɔ ʀ n ɛ t
bre,Indo-European,Celtic,54_sleep,k u s k ɛ t
bre,Indo-European,Celtic,550_dear,k ɔ ã n
bre,Indo-European,Celtic,551_merry,l ɔʊ ɛ̃ n
bre,Indo-European,Celtic,552_gentle,f l uː ʀ
bre,Indo-European,Celtic,553_hungry,m a ʀ n ao n
bre,Indo-European,Celtic,554_sickill,k l ãː w
bre,Indo-European,Celtic,555_naked,n ɔɑː s
bre,Indo-European,Celtic,556_sad,t ʀ i s t
bre,Indo-European,Celtic,557_living,b eː w
bre,Indo-European,Celtic,558_good,m ɑː t
bre,Indo-European,Celtic,559_bad,f a l
bre,Indo-European,Celtic,559_bad,g w a l
bre,Indo-European,Celtic,55_dream,h ɔ̃ n ɛ
bre,Indo-European,Celtic,560_correct,ʀ ɛi s
bre,Indo-European,Celtic,561_nastydire,g w a l
bre,Indo-European,Celtic,562_true,g w iː ʀ
bre,Indo-European,Celtic,563_old,k oː s
bre,Indo-European,Celtic,564_new,n eː v ɛ s
bre,Indo-European,Celtic,565_former,k oː s
bre,Indo-European,Celtic,566_agedold,k oː s
bre,Indo-European,Celtic,567_young,j ɔʊ ã ŋ
bre,Indo-European,Celtic,568_poor,p ɔʊ ʀ
bre,Indo-European,Celtic,569_rich,p i n v iː d i k
bre,Indo-European,Celtic,56_sky,ɔ a b lˠ
bre,Indo-European,Celtic,570_familiar,ã n a v eː z ɛ t
bre,Indo-European,Celtic,571_famous,b ʀ yː d ɛ t
bre,Indo-European,Celtic,572_foreign,d i z ɑ̃ː n a w
bre,Indo-European,Celtic,573_different,d i s ɛ̃ ɛ l
bre,Indo-European,Celtic,574_near,n eː s
bre,Indo-European,Celtic,575_far,d j ɑː b ɛ l
bre,Indo-European,Celtic,576_left,k l ɛi s
bre,Indo-European,Celtic,577_right,d ɛ h u
bre,Indo-European,Celtic,578_other,a l
bre,Indo-European,Celtic,579_first,k ɛ̃ n t ã
bre,Indo-European,Celtic,57_sun,h eː l
bre,Indo-European,Celtic,580_second,ɛi l
bre,Indo-European,Celtic,581_third,t ʀ eː d ɛ
bre,Indo-European,Celtic,582_last,d i w eː z ã
bre,Indo-European,Celtic,583_alone,ɛɔ̃ n ã n
bre,Indo-European,Celtic,584_atonce,a ʀ + ɔ̃ n + d ʀ ɔ
bre,Indo-European,Celtic,585_together,a s ã m b l ɛ s
bre,Indo-European,Celtic,586_long,p ɛ l
bre,Indo-European,Celtic,587_suddenly,ɛ̃ n + ɔ̃ n + t ao l
bre,Indo-European,Celtic,588_instantly,d j u z t y
bre,Indo-European,Celtic,589_later,d i w ɛ z a t ɔ x
bre,Indo-European,Celtic,58_moon,l ɔɑː ʀ
bre,Indo-European,Celtic,590_now,b ʀ eː m ã
bre,Indo-European,Celtic,591_today,h iː z i w
bre,Indo-European,Celtic,592_tomorrow,a ʀ x ɔ a s
bre,Indo-European,Celtic,593_soon,h ɛ p d ɑː l ɛ
bre,Indo-European,Celtic,594_then,a ɣ uː d ɛ
bre,Indo-European,Celtic,595_yesterday,d eː x
bre,Indo-European,Celtic,596_once,g w ɛ ʃ a l
bre,Indo-European,Celtic,597_atthattime,n øː z ɛ
bre,Indo-European,Celtic,598_afterwards,g uː d ɛ
bre,Indo-European,Celtic,599_before,d j ɑː g ɛ̃ n
bre,Indo-European,Celtic,59_star,s t ɛ ʀ eː d ɛ̃ n
bre,Indo-European,Celtic,5_tooth,d ã n
bre,Indo-European,Celtic,600_atfirst,d a + g ɛ̃ n t ã
bre,Indo-European,Celtic,601_once,ɔ ʀ + w ɛ ʃ
bre,Indo-European,Celtic,602_sometimes,a w ɛ ʃ u
bre,Indo-European,Celtic,603_often,a l iː ɛ s
bre,Indo-European,Celtic,604_always,a t a w
bre,Indo-European,Celtic,604_always,b ɛ p ʀ ɛ t
bre,Indo-European,Celtic,605_never,g w ɛ ʃ + eː b ɛ t
bre,Indo-European,Celtic,606_here,ɑ̃ː m ã
bre,Indo-European,Celtic,607_hither,d ʀ ɛ + ɑ̃ː m ã
bre,Indo-European,Celtic,608_hence,a l eː m ã
bre,Indo-European,Celtic,609_there,ɑː z ɛ
bre,Indo-European,Celtic,609_there,a h ɔ̃ n
bre,Indo-European,Celtic,60_air,ae ʀ
bre,Indo-European,Celtic,610_thither,d iː
bre,Indo-European,Celtic,610_thither,ɑː z ɛ
bre,Indo-European,Celtic,610_thither,a h ɔ̃ n
bre,Indo-European,Celtic,611_ahead,w ɑː ʀ eø n
bre,Indo-European,Celtic,612_forward,w a ʀ ao k
bre,Indo-European,Celtic,613_backward,w a ʀ l ɛ ʀ x
bre,Indo-European,Celtic,614_back,w a ʀ d ʀ ɛ̃ w
bre,Indo-European,Celtic,615_below,ɛ̃ n + t ʀ a õ
bre,Indo-European,Celtic,616_down,a jː z ɛ l
bre,Indo-European,Celtic,617_above,ɛ̃ n + n ɛ x
bre,Indo-European,Celtic,618_up,ɛ k ʀ ɛ x
bre,Indo-European,Celtic,619_everywhere,d ʀ ɛ h ɔ l
bre,Indo-European,Celtic,61_wind,ɑː v ɛ l
bre,Indo-European,Celtic,620_not,n ɛ + k ɛ t
bre,Indo-European,Celtic,621_alittle,ɔ̃ n + t ã m i k
bre,Indo-European,Celtic,622_hardly,ɑː b ɔ ã n
bre,Indo-European,Celtic,623_very,t ʀ eː
bre,Indo-European,Celtic,623_very,k ẽː n ã
bre,Indo-European,Celtic,624_so,ɛ v ɛ l s ɛ
bre,Indo-European,Celtic,625_still,h ɔ a s
bre,Indo-European,Celtic,626_only,h ɛ p k ɛ̃ n
bre,Indo-European,Celtic,627_already,d iː ʒ a
bre,Indo-European,Celtic,628_again,a d a ʀ ɛ
bre,Indo-European,Celtic,62_wave,h uː l ɛ̃ n
bre,Indo-European,Celtic,630_infrontof,d iː ʀ a k
bre,Indo-European,Celtic,631_behind,a d ʀ ɛ k
bre,Indo-European,Celtic,631_behind,a d ʀ ɛ̃ w
bre,Indo-European,Celtic,632_under,d i n d ã n
bre,Indo-European,Celtic,633_through,d ʀ eː
bre,Indo-European,Celtic,634_nextto,ɛ k i ʃ ɛ̃ n
bre,Indo-European,Celtic,635_between,ɛ t ʀ ɛ
bre,Indo-European,Celtic,636_becauseof,a b a l ã m u ʀ + d a
bre,Indo-European,Celtic,637_this,h eː m ã
bre,Indo-European,Celtic,638_that,s eː
bre,Indo-European,Celtic,638_that,h ɛ̃ n ɛ s
bre,Indo-European,Celtic,639_everything,p ɛ p + t ʀ a
bre,Indo-European,Celtic,63_water,d uː ʀ
bre,Indo-European,Celtic,640_i,m eː
bre,Indo-European,Celtic,641_thou,t eː
bre,Indo-European,Celtic,642_he,ɛ̃
bre,Indo-European,Celtic,643_we,n iː
bre,Indo-European,Celtic,644_you,h w i
bre,Indo-European,Celtic,645_they,i n
bre,Indo-European,Celtic,646_what,p ɛ t ʀ a
bre,Indo-European,Celtic,647_who,p iː w
bre,Indo-European,Celtic,648_where,p eː l ɛ x
bre,Indo-European,Celtic,649_whereto,d a + b eː l ɛ x
bre,Indo-European,Celtic,64_stone,m ae n
bre,Indo-European,Celtic,650_how,p ẽː n ao s
bre,Indo-European,Celtic,651_why,p eː ʀ a k
bre,Indo-European,Celtic,652_howmuch,p eː t
bre,Indo-European,Celtic,653_one,ɔ̃ n ã n
bre,Indo-European,Celtic,654_two,d ɔʊ
bre,Indo-European,Celtic,655_three,t ʀ iː
bre,Indo-European,Celtic,656_four,p eː v a ʀ
bre,Indo-European,Celtic,657_five,p ɛ m
bre,Indo-European,Celtic,658_six,h w ɛ x
bre,Indo-European,Celtic,659_seven,s ɛi s
bre,Indo-European,Celtic,65_ground,t a ʃ ɛ̃ n
bre,Indo-European,Celtic,660_eight,ɛi s
bre,Indo-European,Celtic,661_nine,n ɑː w
bre,Indo-European,Celtic,662_ten,d eː k
bre,Indo-European,Celtic,663_eleven,ɔ̃ n ɛ k
bre,Indo-European,Celtic,664_twelve,d ɔʊ z ɛ k
bre,Indo-European,Celtic,665_twenty,yː g ɛ̃ n
bre,Indo-European,Celtic,666_thirty,t ʀ eː g ɔ̃ n
bre,Indo-European,Celtic,667_forty,d ɔʊ yː g ɛ̃ n
bre,Indo-European,Celtic,668_fifty,h ã n t ɛ ʀ k ã n
bre,Indo-European,Celtic,669_sixty,t ʀ j yː g ɛ̃ n
bre,Indo-European,Celtic,66_earth,d uː a ʀ
bre,Indo-European,Celtic,670_seventy,d ɛ k + h a + t ʀ j yː g ɛ̃ n
bre,Indo-European,Celtic,671_eighty,p ɛ v a ʀ yː g ɛ̃ n
bre,Indo-European,Celtic,672_ninety,d ɛ k + h a + p ɛ v a ʀ yː g ɛ̃ n
bre,Indo-European,Celtic,673_ahundred,k ã n
bre,Indo-European,Celtic,674_athousand,m iː l
bre,Indo-European,Celtic,675_and,h ɑː
bre,Indo-European,Celtic,676_or,p eː
bre,Indo-European,Celtic,677_stand,b ɛ z ã + a s a w
bre,Indo-European,Celtic,678_sit,a z eː z ã
bre,Indo-European,Celtic,678_sit,b ɛ z ã + ɛ̃ n + ɛ + g ɔɑː z ɛ s
bre,Indo-European,Celtic,679_lie,b ɛ z ã + ɛ̃ n + ɛ + x u ʀ v ɛ s
bre,Indo-European,Celtic,67_dust,p u l t
bre,Indo-European,Celtic,680_hang,k ʀ uː g ã
bre,Indo-European,Celtic,681_become,d a z õː n ɛ t
bre,Indo-European,Celtic,682_happen,h ɔ a ʀ v eː z u t
bre,Indo-European,Celtic,683_begin,s t ɑː g ã
bre,Indo-European,Celtic,684_end,a ʃ ɥ ĩ
bre,Indo-European,Celtic,685_change,ʃ ɛ̃ ʃ
bre,Indo-European,Celtic,686_rise,d i ʀ uː z ã
bre,Indo-European,Celtic,688_shine,l y g ɛ ʀ n ã
bre,Indo-European,Celtic,689_thunder,t a ʀ ɑ̃ː n a l
bre,Indo-European,Celtic,68_smoke,m oː g ɛ t
bre,Indo-European,Celtic,690_blow,h w eː z ã
bre,Indo-European,Celtic,691_stream,d ɛ ʀ eː d ɛ k
bre,Indo-European,Celtic,692_flow,ʀ eː d ɛ k
bre,Indo-European,Celtic,693_revolve,t ʀ oː j̃
bre,Indo-European,Celtic,694_sway,t ʀ ã n t ɛ l a t
bre,Indo-European,Celtic,695_swing,f ʀ uː m a l
bre,Indo-European,Celtic,696_fall,k w eː z ã
bre,Indo-European,Celtic,697_burn,d eː v ĩ
bre,Indo-European,Celtic,698_smoke,d i v ɔ g eː d ã
bre,Indo-European,Celtic,699_rain,g l ɑː v ã
bre,Indo-European,Celtic,69_spark,f ɔ l
bre,Indo-European,Celtic,6_tongue,t eː t
bre,Indo-European,Celtic,700_freeze,ʀ eː v ĩ
bre,Indo-European,Celtic,701_thaw,d i s k ɔ ʀ n ã
bre,Indo-European,Celtic,702_melt,t øː z ĩ
bre,Indo-European,Celtic,703_dry,s eː ɣ ã
bre,Indo-European,Celtic,704_boil,b ɛ ʀ v ĩ
bre,Indo-European,Celtic,705_rot,b ʀ ɛi n ã
bre,Indo-European,Celtic,706_decay,b ʀ ɛi n ã
bre,Indo-European,Celtic,707_snap,d a ʀ n ɔʊ j̃
bre,Indo-European,Celtic,708_sink,s ɔ d ɛ l ã
bre,Indo-European,Celtic,709_pass,t ʀ eː m ɛ̃ n
bre,Indo-European,Celtic,70_fire,t ɑ̃ː n
bre,Indo-European,Celtic,710_appear,d ɔ̃ n ɛ t + w a ʀ w ɛ l
bre,Indo-European,Celtic,711_disappear,m ɔ̃ n ɛ t + d i w a ʀ + w ɛ l
bre,Indo-European,Celtic,712_dropdescend,ɛ̃ n + ɛ m + i z eː l a t
bre,Indo-European,Celtic,713_decrease,n ɛ b ø t ɑː a t
bre,Indo-European,Celtic,714_increase,k ʀ ɛ s k ĩ
bre,Indo-European,Celtic,715_rise,s eː v ɛ l
bre,Indo-European,Celtic,716_grow,k ʀ ɛ s k ĩ
bre,Indo-European,Celtic,717_shine,l y g ɛ ʀ n ã
bre,Indo-European,Celtic,718_sparkletwinkle,ɛ ʎ ẽː n ĩ
bre,Indo-European,Celtic,719_benoisy,ʀ a b ɔ t a t
bre,Indo-European,Celtic,71_light,g uː l u
bre,Indo-European,Celtic,722_tinkle,d i ʀ i d iː ɲ a t
bre,Indo-European,Celtic,722_tinkle,s t ɛ ʀ l ĩ ŋ k ã
bre,Indo-European,Celtic,723_roar,g w eː g a l
bre,Indo-European,Celtic,724_rustle,t ʀ uː z a l
bre,Indo-European,Celtic,725_sound,s ẽː n ĩ
bre,Indo-European,Celtic,726_bark,h a ʀ z a l
bre,Indo-European,Celtic,727_howl,j yː d a l
bre,Indo-European,Celtic,728_blow,h w eː z ã
bre,Indo-European,Celtic,729_whistle,h w i t ɛ l a t
bre,Indo-European,Celtic,72_shadow,d i s eː l
bre,Indo-European,Celtic,730_shout,h y ʃ a l
bre,Indo-European,Celtic,731_groan,h i ʀ v uː d ĩ
bre,Indo-European,Celtic,732_tremble,k ʀ ẽː n ã
bre,Indo-European,Celtic,733_live,b eː v ã
bre,Indo-European,Celtic,734_beborn,g ẽː n ɛ l
bre,Indo-European,Celtic,735_breathe,t ɛ̃ n ã + ɛ + ɑ̃ː n a l
bre,Indo-European,Celtic,736_drink,eː v ã
bre,Indo-European,Celtic,737_eat,d ɛ b ʀ ĩ
bre,Indo-European,Celtic,738_swallow,l ɔ̃ ŋ k ã
bre,Indo-European,Celtic,739_gettired,s k ɥ iː z ã
bre,Indo-European,Celtic,73_weather,ã m z ɛ ʀ
bre,Indo-European,Celtic,740_fallasleep,m ɛ̃ n ɛ l + k u s k ɛ t
bre,Indo-European,Celtic,741_sleep,k u s k ɛ t
bre,Indo-European,Celtic,742_wakeup,d i h ɔ̃ n ĩ
bre,Indo-European,Celtic,743_getup,s eː v ɛ l
bre,Indo-European,Celtic,744_relax,d i s k ɥ iː z ã
bre,Indo-European,Celtic,745_fallill,k l ãː v ĩ
bre,Indo-European,Celtic,746_beill,b ɛ z ã + k l ã w
bre,Indo-European,Celtic,747_ache,s k u ʀ ʒ eː z ã
bre,Indo-European,Celtic,748_cough,p a s ɑː a t
bre,Indo-European,Celtic,748_cough,p øː d a l
bre,Indo-European,Celtic,749_recover,p a ʀ eːã
bre,Indo-European,Celtic,74_fog,b ʀ yː m ɛ̃ n
bre,Indo-European,Celtic,750_die,m ɛ ʀ v ɛ l
bre,Indo-European,Celtic,751_perish,p ɛ ʀ i s ã
bre,Indo-European,Celtic,752_move,b u l ʒ a l
bre,Indo-European,Celtic,753_budge,f ĩː v a l
bre,Indo-European,Celtic,754_standup,s eː v ɛ l
bre,Indo-European,Celtic,755_sitdown,a z eː z ã
bre,Indo-European,Celtic,755_sitdown,m ɔ̃ n t + ɛ̃ n + ɛ + g ɔɑː z ɛ s
bre,Indo-European,Celtic,756_tumble,k w eː z ã
bre,Indo-European,Celtic,757_walk,ʀ eː d ɛ k
bre,Indo-European,Celtic,758_step,k ɛ ʀ z ɛ t
bre,Indo-European,Celtic,759_takeawalk,p u ʀ m ɛ̃ n
bre,Indo-European,Celtic,75_cloud,k u m uː l ɛ̃ n
bre,Indo-European,Celtic,760_rush,h a s t ã
bre,Indo-European,Celtic,761_hurry,h a s t ã
bre,Indo-European,Celtic,762_dash,k a ʀ z ã
bre,Indo-European,Celtic,763_run,ʀ eː d ɛ k
bre,Indo-European,Celtic,764_jump,l ã m a t
bre,Indo-European,Celtic,765_climb,k ʀ i m p a t
bre,Indo-European,Celtic,766_seesaw,b ʀ ã s ɛ l a t
bre,Indo-European,Celtic,767_creep,s k ʀ ã m p ã
bre,Indo-European,Celtic,768_swim,n ø jː a l
bre,Indo-European,Celtic,769_dive,s p l yː ʒ ã
bre,Indo-European,Celtic,76_rain,g l ɑː w
bre,Indo-European,Celtic,770_row,ʀ ɔ ɛ̃ː v a t
bre,Indo-European,Celtic,771_drive,k ɑː s
bre,Indo-European,Celtic,771_drive,b l ɛ̃ n iːã
bre,Indo-European,Celtic,772_fly,n iː ʒ a l
bre,Indo-European,Celtic,773_go,m ɔ̃ n
bre,Indo-European,Celtic,774_goaway,m ɔ̃ n t + k ɥ i t
bre,Indo-European,Celtic,775_depart,m ɔ̃ n t + k ɥ i t
bre,Indo-European,Celtic,776_stop,ʃ ɔ m + a s a w
bre,Indo-European,Celtic,777_goin,m ɔ̃ n ɛ t + eː b a ʀ s
bre,Indo-European,Celtic,778_enter,m ɔ̃ n ɛ t + eː b a ʀ s
bre,Indo-European,Celtic,779_come,d ɔ̃ n
bre,Indo-European,Celtic,77_snow,ɛ ʀ x
bre,Indo-European,Celtic,780_arrive,ɛ ʀ yː u t
bre,Indo-European,Celtic,781_comeback,a d õː n ɛ t
bre,Indo-European,Celtic,782_stay,ʃ oː m
bre,Indo-European,Celtic,783_wait,g ɔ ʀ t ɔ s
bre,Indo-European,Celtic,784_await,g ɔ ʀ t ɔ s
bre,Indo-European,Celtic,785_lookfor,k l a s k
bre,Indo-European,Celtic,786_find,k ɑː v u t
bre,Indo-European,Celtic,787_try,k l a s k
bre,Indo-European,Celtic,788_prepare,ao z ã
bre,Indo-European,Celtic,789_love,k ɑː ʀ u t
bre,Indo-European,Celtic,78_ice,s k ɔ ʀ n
bre,Indo-European,Celtic,790_like,k ɑː ʀ u t
bre,Indo-European,Celtic,791_laugh,h ɔ a ʀ z i n
bre,Indo-European,Celtic,792_move,t ɛ̃ n eː ʀ ã
bre,Indo-European,Celtic,793_weepcry,g w eː l ã
bre,Indo-European,Celtic,794_grumble,k ʀ oː z a l
bre,Indo-European,Celtic,795_beannoyed,f a ʃ ã
bre,Indo-European,Celtic,795_beannoyed,ɛ̃ n + ɛ m + f a ʃ ã
bre,Indo-European,Celtic,798_flee,t eː ɣ ɛ t
bre,Indo-European,Celtic,799_escape,t yː z ã
bre,Indo-European,Celtic,79_frost,ʀ eː w
bre,Indo-European,Celtic,7_lip,m yː z ɛ l
bre,Indo-European,Celtic,800_see,g w eː l ɛ t
bre,Indo-European,Celtic,801_lookat,s ɛ l u t + u s
bre,Indo-European,Celtic,802_watch,s ɛ l u t + u s
bre,Indo-European,Celtic,803_hear,k l eː v ɛ t
bre,Indo-European,Celtic,804_listen,s eː l ɔʊ
bre,Indo-European,Celtic,805_taste,b l a s a
bre,Indo-European,Celtic,806_smell,k l eː v ɛ t
bre,Indo-European,Celtic,807_feel,s ã n t u t
bre,Indo-European,Celtic,808_seem,d i s k w ɛ z + b eː z ã
bre,Indo-European,Celtic,809_show,b ɛ z ã + g w eː l y s
bre,Indo-European,Celtic,80_chill,j ẽː n
bre,Indo-European,Celtic,810_hear,m ɛ ʀ z ã
bre,Indo-European,Celtic,811_becold,ã n uː ɛ t
bre,Indo-European,Celtic,812_do,oː b ɛ ʀ
bre,Indo-European,Celtic,813_can,g uː z u t
bre,Indo-European,Celtic,814_want,f ɛ l u t + d a
bre,Indo-European,Celtic,814_want,k ɔʊ t + x ɔ ã n t + d a
bre,Indo-European,Celtic,815_start,k ʀ eː g ĩ
bre,Indo-European,Celtic,816_finish,a ʃ ɥ ĩ
bre,Indo-European,Celtic,817_stop,p ɔʊ ɛ s
bre,Indo-European,Celtic,81_heat,t ɔ m d ɛ ʀ
bre,Indo-European,Celtic,820_open,d i g eː ʀ ĩ
bre,Indo-European,Celtic,821_close,s ɛ ʀ ĩ
bre,Indo-European,Celtic,822_put,l a k ɑː a t
bre,Indo-European,Celtic,823_place,l a k ɑː a t
bre,Indo-European,Celtic,824_lay,l a k ɑː a t
bre,Indo-European,Celtic,825_touch,t uː ʃ
bre,Indo-European,Celtic,826_connect,eː ʀ ɛ̃ n
bre,Indo-European,Celtic,827_cover,g ɔ l oː j̃
bre,Indo-European,Celtic,828_hangup,i s t ʀ i b iː ʎ ã
bre,Indo-European,Celtic,829_light,a l yː m ĩ
bre,Indo-European,Celtic,829_light,h w ɛ z ã
bre,Indo-European,Celtic,82_hoarfrost,f ʀ iː m
bre,Indo-European,Celtic,830_pickup,d a s t y m
bre,Indo-European,Celtic,831_leave,l eː z ɛ l
bre,Indo-European,Celtic,832_lose,k ɔ l
bre,Indo-European,Celtic,833_drop,l ao s k ɛ l
bre,Indo-European,Celtic,833_drop,l ɛ z ɛ l + d a + g w eː z ɛ l
bre,Indo-European,Celtic,834_make,oː b ɛ ʀ
bre,Indo-European,Celtic,835_produce,f a ʀ d ã
bre,Indo-European,Celtic,836_build,s eː v ɛ l
bre,Indo-European,Celtic,837_repairmend,a d ao z ã
bre,Indo-European,Celtic,838_improve,g w ɛ l ɑː a t
bre,Indo-European,Celtic,839_alter,ʃ ɛ̃ ʃ
bre,Indo-European,Celtic,83_rainbow,g w a ʀ ɛ g a ʀ g l a w
bre,Indo-European,Celtic,840_dig,k l øː z ã
bre,Indo-European,Celtic,841_bow,p l eː g ã
bre,Indo-European,Celtic,842_bend,k ʀ ɔ m ã
bre,Indo-European,Celtic,843_spin,t ʀ ɛ ĩ
bre,Indo-European,Celtic,844_turnover,t ʀ ɛ ĩ
bre,Indo-European,Celtic,845_turnturnaround,t ʀ ɛ ĩ
bre,Indo-European,Celtic,846_raise,s eː v ɛ l
bre,Indo-European,Celtic,847_lift,s eː v ɛ l
bre,Indo-European,Celtic,848_seize,k eː m ɛ ʀ
bre,Indo-European,Celtic,849_hold,d a l x ɛ̃ n
bre,Indo-European,Celtic,84_thunder,k ɔ ʀ ɔ̃ n
bre,Indo-European,Celtic,850_press,b u n t ã
bre,Indo-European,Celtic,851_push,p u l z ã
bre,Indo-European,Celtic,852_scrape,s k ʀ ɑː b a t
bre,Indo-European,Celtic,853_lick,l i p a t
bre,Indo-European,Celtic,854_bite,k ʀ eː g ĩ
bre,Indo-European,Celtic,855_tearoff,d i f ʀ ã m ã
bre,Indo-European,Celtic,856_cutoff,t ʀ oː ɣ ã
bre,Indo-European,Celtic,857_tie,s t ɑː g ã
bre,Indo-European,Celtic,858_stick,s ã ŋ k ã
